Код;Торговая марка;Номер производителя;Наименование;Ост, не менее, шт.;Цена, руб.;ОЕМ;Кратность отгрузки;Штрихкод
1706004;NRF;509529A;Радиатор охлаждения двигателя NRF;4;3 439,39;1J0121253AB/1J0121253H/1J0121253N;1;8718042149411
1705330;NRF;509530;Радиатор охлаждения двигателя NRF;3;3 117,4;1J0121253AM/1J0121253G/1J0121253K;1;8718042046598
1705341;NRF;509615;Радиатор охлаждения двигателя NRF;4;4 144,83;1061180/1093711/1132655/98AB8005DD/98AB8005DE/98AB8005DF/98AB8005KE/ME98AB8005DF;1;8718042046833
1705344;NRF;509638;Радиатор охлаждения двигателя NRF;6;4 636,59;1061191/1061192/1091934/1093738/98AB8005ME/98AB8005MF/98AB8005PC/98AB8005PD/YS4Z8005AA;1;8718042046871
1702981;NRF;51320;Радиатор охлаждения двигателя NRF;2;7 379,31;1463462/4A0121251L;1;8718042031945
1703021;NRF;52035;Радиатор охлаждения двигателя NRF;2;6 255,18;1300J9/1300K3/130552/5931556/5933429/5937176/5981188/5981189/71735352/71735365/7555444/7707251/ZF05981189;1;8718042033017
1703030;NRF;52053;Радиатор охлаждения двигателя NRF;20;5 677,59;96144847;1;8718042033130
1703034;NRF;52060;Радиатор охлаждения двигателя NRF;2;3 593,06;214101F515/214101F520/2141041B00/214106F600/2141097B00/2141097B15/2141098B00/2141098B15;1;8718042033178
1703079;NRF;52204;Радиатор охлаждения двигателя NRF;1;2 929,99;1300116/1300147/52455009/52459348;1;8718042034199
1703089;NRF;52234;Радиатор охлаждения двигателя NRF;10;8 208,16;MR571147/TGA22132-5571;1;8718042034410
1703147;NRF;53052;Радиатор охлаждения двигателя NRF;1;7 101,95;25310-2S500/25310-2Y500/25310-2Y501;1;8718042111210
1703148;NRF;53053;Радиатор охлаждения двигателя NRF;2;8 395,03;253102Y010/253102Y020;1;8718042111227
1703164;NRF;53069;Радиатор охлаждения двигателя NRF;5;3 979,56;8200735038/8660003459;1;8718042113108
1703181;NRF;53092;Радиатор охлаждения двигателя NRF;1;4 023,35;214100598R/8200582026;1;8718042115164
1703187;NRF;53099;Радиатор охлаждения двигателя NRF;2;11 402,02;PCC000850;1;8718042116154
1703203;NRF;53115;Радиатор охлаждения двигателя NRF;5;4 967,35;1300312/1300339/13249566/13399870;1;8718042118776
1703206;NRF;53118;Радиатор охлаждения двигателя NRF;1;2 700;8200735039/8660003469;1;8718042121158
1703208;NRF;53120;Радиатор охлаждения двигателя NRF;5;3 972,73;133053/133065/1330B0/1330B1/1330B3/1330B5/1330E8/1330G0/1330G1/1330H6/1330X7/1330Y2;1;8718042122834
1703209;NRF;53121;Радиатор охлаждения двигателя NRF;4;5 681,57;25310FD010;1;8718042122841
1703210;NRF;53122;Радиатор охлаждения двигателя NRF;2;7 133,43;1300300/13267652;1;8718042122810
1703220;NRF;53133;Радиатор охлаждения двигателя NRF;2;10 316,75;21400JD200;1;8718042123022
1703239;NRF;53152;Радиатор охлаждения двигателя NRF;1;3 000;1516267/1523440/1548603/2029176/8V518005BD/8V518005BE/8V518005BF;1;8718042123749
1703241;NRF;53154;Радиатор охлаждения двигателя NRF;4;10 527,45;7E0121253A;1;8718042124005
1703246;NRF;53159;Радиатор охлаждения двигателя NRF;2;9 708,36;1300306/13311079/13336889;1;8718042125743
1703252;NRF;53166;Радиатор охлаждения двигателя NRF;6;4 588,29;253101R000/253104L000;1;8718042125811
1703274;NRF;53190;Радиатор охлаждения двигателя NRF;3;8 674,57;8E0121251AR/8E0121251AS/8E0121251M/8E0121251S;1;8718042132642
1703282;NRF;53198;Радиатор охлаждения двигателя NRF;2;7 124,89;L32815200/L32815200A/L32815200B;1;8718042143594
1703295;NRF;53211;Радиатор охлаждения двигателя NRF;5;4 100,92;1640021060/1640021080/1640021081/1640021120/1640021121;1;8718042034830
1703325;NRF;53250;Радиатор охлаждения двигателя NRF;5;2 373,91;96314162/96596288;1;8718042035172
1703328;NRF;53253;Радиатор охлаждения двигателя NRF;3;3 448,17;52484449/96182261/96559564/P96182261;1;8718042035202
1703339;NRF;53266;Радиатор охлаждения двигателя NRF;3;4 261,91;1640002270/1640002310;1;8718042035332
1703343;NRF;53270;Радиатор охлаждения двигателя NRF;1;3 953,9;164000J010/1640023080/1640023100/164002310087/16410YZZ01;1;8718042035370
1703391;NRF;53325;Радиатор охлаждения двигателя NRF;4;4 916,01;1640021150/1640021160/1640021180;1;8718042035929
1703400;NRF;53336;Радиатор охлаждения двигателя NRF;1;5 801,59;1640016460/1640016461/1640016480/1640016481;1;8718042036032
1703405;NRF;53341;Радиатор охлаждения двигателя NRF;2;4 542,92;214000M100/214100M100/2141058Y10/2141058Y11;1;8718042036087
1703406;NRF;53342;Радиатор охлаждения двигателя NRF;1;7 001,71;253100Z850/253100Z870/253102E100/253102E400/253102E800/253102E801/253102E820/253102E821;1;8718042069467
1703421;NRF;53359;Радиатор охлаждения двигателя NRF;3;3 739,42;253101C200/253101C206;1;8718042036247
1703423;NRF;53361;Радиатор охлаждения двигателя NRF;3;4 671,71;253101C100;1;8718042036261
1703435;NRF;53373;Радиатор охлаждения двигателя NRF;4;4 541,68;1640021140/88969094/88969096;1;8718042036384
1703437;NRF;53375;Радиатор охлаждения двигателя NRF;4;3 529,13;96322941/P96322941;1;8718042036407
1703452;NRF;53390;Радиатор охлаждения двигателя NRF;2;7 015,35;21460AV700/21460BM40A/21460BM700/21460BM702;1;8718042036551
1703459;NRF;53397;Радиатор охлаждения двигателя NRF;1;4 692,2;164000D200/164000D210;1;8718042036629
1703465;NRF;53403;Радиатор охлаждения двигателя NRF;4;4 769,77;1251964/1300466/30741044/Y60115200D/Y60115200E;1;8718042036681
1703471;NRF;53410;Радиатор охлаждения двигателя NRF;9;8 248,17;LF2115200/LF2115200A/LF2115200B;1;8718042036742
1703484;NRF;53425;Радиатор охлаждения двигателя NRF;1;5 030,34;1K0121251AB/1K0121251BK/1K0121251DD/1K0121251DM/1K0121251EH/1K0121251N/3C0121251AR/3C0121253AL/3C0121253AR/3C0121253K/3C0121253Q;1;8718042036865
1703497;NRF;53439;Радиатор охлаждения двигателя NRF;2;6 739,91;19010PRA003;1;8718042036995
1703501;NRF;53443;Радиатор охлаждения двигателя NRF;2;5 423,85;4B0121251;1;8718042037039
1703502;NRF;53444;Радиатор охлаждения двигателя NRF;3;7 178,8;4B0121251A/4B0121251AE/4B0121251AK/4B0121251N/4B0121251S;1;8718042037046
1703510;NRF;53452;Радиатор охлаждения двигателя NRF;3;6 288,95;214108H900/21410EQ30A/21410EQ30B;1;8718042037121
1703511;NRF;53453;Радиатор охлаждения двигателя NRF;2;6 817,47;214608H900/21460EQ30A/21460EQ30B;1;8718042037138
1703523;NRF;53465;Радиатор охлаждения двигателя NRF;1;5 148,83;LBF715200A/LFB715200A/RF7N15200;1;8718042037237
1703550;NRF;53496;Радиатор охлаждения двигателя NRF;2;5 000;253102E400/253102E800;1;8718042055446
1703557;NRF;53506;Радиатор охлаждения двигателя NRF;4;4 832,7;19010P3F004/19010P3F014;1;8718042052605
1703570;NRF;53522;Радиатор охлаждения двигателя NRF;3;4 850,14;MR187961/MR204591/MR299618/MR299619;1;8718042037541
1703582;NRF;53534;Радиатор охлаждения двигателя NRF;2;6 122,11;19010RNAA01;1;8718042061058
1703583;NRF;53535;Радиатор охлаждения двигателя NRF;3;5 975,58;21460AX800/21460BH50A;1;8718042061287
1703609;NRF;53568;Радиатор охлаждения двигателя NRF;1;8 569,2;1640031350/1640031351/1640031352/1640031353/1640031354;1;8718042063137
1703611;NRF;53570;Радиатор охлаждения двигателя NRF;1;5 106,8;19010PLCJ01/19010PLCJ51/19010PLMA51/19010PLR003/19010PMMA51/19010PMMA52;1;8718042063182
1703614;NRF;53573;Радиатор охлаждения двигателя NRF;2;5 901,11;19010PNB003/19010PNLG01;1;8718042063212
1703622;NRF;53581;Радиатор охлаждения двигателя NRF;3;6 926,78;1770079J00/1770080JC0/71742136;1;8718042063298
1703623;NRF;53582;Радиатор охлаждения двигателя NRF;4;4 989,25;1770062J00/1770063J00;1;8718042063304
1703628;NRF;53587;Радиатор охлаждения двигателя NRF;2;4 000;1640028270/1640028280;1;8718042063458
1703630;NRF;53589;Радиатор охлаждения двигателя NRF;8;6 338,72;1640028560/1640028570;1;8718042063472
1703631;NRF;53590;Радиатор охлаждения двигателя NRF;3;6 906,58;1640031420;1;8718042063489
1703634;NRF;53593;Радиатор охлаждения двигателя NRF;2;6 455,8;1330T0/1330V1/1350A050/1350A695;1;8718042063519
1703635;NRF;53594;Радиатор охлаждения двигателя NRF;8;6 550,93;MN156319/MN156535/MR993927;1;8718042063526
1703661;NRF;53631;Радиатор охлаждения двигателя NRF;10;3 644,03;1300152/1300153/52459322/52459323;1;8718042037909
1703669;NRF;53639;Радиатор охлаждения двигателя NRF;4;5 535,22;96443479/96536526/96536527/96816484/P96536526;1;8718042037985
1703706;NRF;53696;Радиатор охлаждения двигателя NRF;3;5 106,39;45199FA040/45199FC031;1;8718042068194
1703708;NRF;53698;Радиатор охлаждения двигателя NRF;3;6 321,21;45111AE000/45111AE001/45111AE002/45111AE003/45111FE050/45111FE051/45111FE150/45119AE002/45119AE003/45119FE040/45119FE050/X4511FE150;1;8718042068217
1703711;NRF;53702;Радиатор охлаждения двигателя NRF;5;8 194,52;1770065J10/1770065J30;1;8718042068255
1703729;NRF;53724;Радиатор охлаждения двигателя NRF;20;10 349,07;17117507972/17117534904/17117585439/17117585440/7507972/7534904/7585439/7585440;1;8718042070685
1703736;NRF;53732;Радиатор охлаждения двигателя NRF;1;5 820,85;96553243/96553244/96553343/96553423/96553424/P96553243/P96553244;1;8718042070975
1703738;NRF;53734;Радиатор охлаждения двигателя NRF;1;8 485,77;4677523/4677523AA/4677692/4677692AA;1;8718042071033
1703741;NRF;53737;Радиатор охлаждения двигателя NRF;2;5 524,97;1377542/1457605/1460547/1461068/1477219/1477459/1493773/1563251/1582563/1762395/6G918005DB/6G918005DC/6G918005DD/7G918005AC/7G918005AD/7G918005BB/7G918005BC/7G918005BD/7G918005DB;1;8718042071064
1703748;NRF;53746;Радиатор охлаждения двигателя NRF;10;7 316,64;1373156/1383317/6C118005CB/6C118005CC/6C118005CD/6C1H8005CB/6C1H8005CD;1;8718042071989
1703757;NRF;53755;Радиатор охлаждения двигателя NRF;9;7 863,75;21400JD900;1;8718042072429
1703763;NRF;53761;Радиатор охлаждения двигателя NRF;2;9 267,84;21400JG000/21400JG300;1;8718042072542
1703765;NRF;53763;Радиатор охлаждения двигателя NRF;9;4 785,87;164000D400/164000D410/164000D470/164000D481/164000T150/1640022160/164002216087;1;8718042072566
1703768;NRF;53766;Радиатор охлаждения двигателя NRF;7;6 328,47;1640022200;1;8718042072597
1703776;NRF;53777;Радиатор охлаждения двигателя NRF;3;9 390,26;1300290/1300320/1300381/13241724/1350380/22762535/23299711/23299712;1;8718042072993
1703777;NRF;53778;Радиатор охлаждения двигателя NRF;10;4 433,73;MR571798/MR968858;1;8718042092892
1703793;NRF;53795;Радиатор охлаждения двигателя NRF;2;8 758,93;7H0121253G/7H0121253J;1;8718042073181
1703794;NRF;53796;Радиатор охлаждения двигателя NRF;3;8 037,92;7H0121253F/7H0121253H/7H0121253K/7H0121253M;1;8718042073198
1703795;NRF;53798;Радиатор охлаждения двигателя NRF;2;10 615,63;7L0121253/7L0121253A/7L6121099/7L6121253B/7L6121253C/7L6121253E/7L6121253F/7L6121253K/95510614200/95510614201/N90686701;1;8718042073266
1703806;NRF;53812;Радиатор охлаждения двигателя NRF;2;3 800;1377541/1493771/1773041/1778037/1805529/30792221/31261104/31368059/31368362/36000105/36002413/6G918005AB/6G918005AC/6G918005AD/CV618005TA/CV618005TB/CV6Z8005U/LR000583/LR006714/LR039623;1;8718042086198
1703807;NRF;53813;Радиатор охлаждения двигателя NRF;5;6 667,79;1K0121251AK/1K0121251AM/3C0121253S;1;8718042080035
1706025;NRF;53814A;Радиатор охлаждения двигателя NRF;3;6 226,02;1K0121251AL/1K0121251AN/1K0121251BL/1K0121251DP/1K0121251EJ/3C0121253AK/3C0121253R;1;8718042158505
1703815;NRF;53822;Радиатор охлаждения двигателя NRF;5;5 402,03;253101E000/253101E001;1;8718042075819
1703829;NRF;53837;Радиатор охлаждения двигателя NRF;3;3 636,21;1330S4/1330W9;1;8718042078810
1703831;NRF;53839;Радиатор охлаждения двигателя NRF;10;11 104,1;2215000003/2215000203/2215000503/2215002603/2215003103/A2215000003/A2215000203/A2215000503/A2215002603/A2215003103;1;8718042078834
1703849;NRF;53864;Радиатор охлаждения двигателя NRF;4;10 915,79;7L0121253A/7L6121099/7L6121253/7L6121253C/N90686701;1;8718042084101
1703864;NRF;53882;Радиатор охлаждения двигателя NRF;1;5 775,24;1770065D00/1770077E00/1770077E20/1A5315200;1;8718042085511
1703866;NRF;53885;Радиатор охлаждения двигателя NRF;2;7 126,82;2E0121253/2E0121253A/2E0121253B/9065000002/9065000102/9065000202/A9065000002/A9065000102/A9065000202;1;8718042086204
1703867;NRF;53886;Радиатор охлаждения двигателя NRF;3;10 530,38;45119SC020;1;8718042086884
1703875;NRF;53902;Радиатор охлаждения двигателя NRF;3;4 355,58;96444386/96536525/96536669/96816483/P96536525;1;8718042088741
1703876;NRF;53903;Радиатор охлаждения двигателя NRF;4;7 202,22;96942182;1;8718042088758
1703877;NRF;53904;Радиатор охлаждения двигателя NRF;5;6 500;L33L15200;1;8718042088819
1703879;NRF;53906;Радиатор охлаждения двигателя NRF;10;5 121,74;1330T2/1330V6/1350A297/MN156092;1;8718042088833
1703883;NRF;53910;Радиатор охлаждения двигателя NRF;4;11 104,1;MN135033;1;8718042088901
1703904;NRF;53931;Радиатор охлаждения двигателя NRF;1;3 900;253102H050;1;8718042089663
1703914;NRF;53942;Радиатор охлаждения двигателя NRF;3;6 196,98;253100W000/253102B000/253102B701;1;8718042090201
1703927;NRF;53956;Радиатор охлаждения двигателя NRF;4;8 618,96;17113400013/17113403551/17113404397/17113414986/3400013/3403551/3404397/3414986;1;8718042094094
1703943;NRF;53973;Радиатор охлаждения двигателя NRF;5;4 245,99;1330K1/1330S0/1330W4/133338/133343/133388;1;8718042096241
1703967;NRF;54203;Радиатор охлаждения двигателя NRF;5;7 199,29;1330Q3/1330Z4/1333C7/1333E5/1342588080/1361274080;1;8718042069276
1704189;NRF;55327;Радиатор охлаждения двигателя NRF;4;4 542,92;1230987/1251092/1300467/1305492/1306399/1309414/1318177/1323756/1330987/1354177/1354178/1357325/1374402/1426142/30683034A/30741045/30741094/3M5H8005RG/3M5H8005RH/3M5H8005RJ/3M5H8005RK/3M5H8005TE/3M5H8005TF/3M5H8005TG/3M5H8005TH/3M5H8005TJ/3M5H8005TK/3M5H8005TL/3M5H8005TM/8603244/8603620/8603811/Y60115200B/Y60115200C/Y60115200D/Y60115200E/Y6011520B/Z60215200C;1;8718042039569
1704191;NRF;55329;Радиатор охлаждения двигателя NRF;9;6 998,79;1439103/17101439103/17107544668/17117544668/7544668;1;8718042039583
1704202;NRF;55340;Радиатор охлаждения двигателя NRF;1;3 317,91;51864284/55700447;1;8718042039668
1704209;NRF;55348;Радиатор охлаждения двигателя NRF;10;9 175,11;9015003500/9015003600/9015003900/A9015003500/A9015003600/A9015003900;1;8718042070920
1706033;NRF;55348A;Радиатор охлаждения двигателя NRF;10;9 284,88;9015003500/9015003600/9015003900/A9015003500/A9015003600/A9015003900;1;8718042158260
1704300;NRF;56104;Радиатор охлаждения двигателя NRF;1;8 490,88;1640075440/1640075441;1;8718042152589
1704358;NRF;58023;Радиатор охлаждения двигателя NRF;2;2 505,63;2140000QAZ/6001546190/7700836301/7700838134/7701352603/7701352896/8660000459;1;8718042039996
1704388;NRF;58100;Радиатор охлаждения двигателя NRF;1;7 535,92;2105000803/2105002703/2105002803/2105002903/2105003003/2105007103/A2105000803/A2105002703/A2105002803/A2105002903/A2105003003/A2105007103;1;8718042040367
1704414;NRF;58154;Радиатор охлаждения двигателя NRF;1;3 222,78;1300174/1300192/1300205/6300023/90573899/9128608/9128848/9180595;1;8718042040732
1704421;NRF;58165;Радиатор охлаждения двигателя NRF;5;8 579,44;17111740696/17111740699/1740696/1740699;1;8718042040824
1704462;NRF;58217;Радиатор охлаждения двигателя NRF;3;3 308,31;6001545765/7711134408/7711368062/8200033831/8200214882/8200343476/8660000495;1;8718042041272
1704468;NRF;58226;Радиатор охлаждения двигателя NRF;10;5 157,62;133089/1330P8/1330P9/133389/1333A1/96858526/9685852680;1;8718042053183
1704477;NRF;58240;Радиатор охлаждения двигателя NRF;1;5 166,4;2D0121253B/2D0121253E;1;8718042041371
1704481;NRF;58250;Радиатор охлаждения двигателя NRF;4;2 192,43;115610500/115610502/6U0121251;1;8718042041449
1704493;NRF;58264;Радиатор охлаждения двигателя NRF;2;8 466,69;4677494AA/4677494AB/4677494AC/4809238AC/4809238AD;1;8718042041562
